path,bytes,class,action,reason
scratchpad/_sx_wave2.sh,996,DELETE,delete,loose _* scratch (owner list)
scratchpad/_sx_wave3.out,11,DELETE,delete,loose _* scratch (owner list)
scratchpad/_sx_wave3.sh,709,DELETE,delete,loose _* scratch (owner list)
scratchpad/_sx_wave4.out,11,DELETE,delete,loose _* scratch (owner list)
scratchpad/_sx_wave4.sh,756,DELETE,delete,loose _* scratch (owner list)
scratchpad/_v_wave1.sh,377,DELETE,delete,loose _* scratch (owner list)
scratchpad/_v_wave2.sh,327,DELETE,delete,loose _* scratch (owner list)
scratchpad/_v_wave3.sh,334,DELETE,delete,loose _* scratch (owner list)
scratchpad/_v_wave4.sh,503,DELETE,delete,loose _* scratch (owner list)
scratchpad/_v_wave5.sh,328,DELETE,delete,loose _* scratch (owner list)
scratchpad/_wait.sh,316,DELETE,delete,loose _* scratch (owner list)
scratchpad/_wave1.out,98,DELETE,delete,loose _* scratch (owner list)
scratchpad/_wave1.sh,608,DELETE,delete,loose _* scratch (owner list)
scratchpad/_wave2.out,98,DELETE,delete,loose _* scratch (owner list)
scratchpad/_wave2.sh,755,DELETE,delete,loose _* scratch (owner list)
scratchpad/_wave3a.out,58,DELETE,delete,loose _* scratch (owner list)
scratchpad/_wave3a.sh,545,DELETE,delete,loose _* scratch (owner list)
scratchpad/_wave4.out,49,DELETE,delete,loose _* scratch (owner list)
scratchpad/_wave4.sh,529,DELETE,delete,loose _* scratch (owner list)
scratchpad/_wave5.out,40,DELETE,delete,loose _* scratch (owner list)
scratchpad/_wave5.sh,430,DELETE,delete,loose _* scratch (owner list)
scratchpad/_wave6.out,5,DELETE,delete,loose _* scratch (owner list)
scratchpad/ab/c0.0_s41.log,158700,DELETE,delete,ab/ old A/B or sweep bulk (its .pt kept)
scratchpad/ab/c0.0_s41.pt,1935785,KEEP,keep,checkpoint: never delete weights
scratchpad/ab/c0.0_s42.log,152551,DELETE,delete,ab/ old A/B or sweep bulk (its .pt kept)
scratchpad/ab/c0.0_s42.pt,1935785,KEEP,keep,checkpoint: never delete weights
scratchpad/ab/c0.0_s43.log,153983,DELETE,delete,ab/ old A/B or sweep bulk (its .pt kept)
scratchpad/ab/c0.0_s43.pt,1935785,KEEP,keep,checkpoint: never delete weights
scratchpad/ab/c0.5_s41.log,155713,DELETE,delete,ab/ old A/B or sweep bulk (its .pt kept)
scratchpad/ab/c0.5_s41.pt,1935785,KEEP,keep,checkpoint: never delete weights
scratchpad/ab/c0.5_s42.log,160146,DELETE,delete,ab/ old A/B or sweep bulk (its .pt kept)
scratchpad/ab/c0.5_s42.pt,1935785,KEEP,keep,checkpoint: never delete weights
scratchpad/ab/c0.5_s43.log,149047,DELETE,delete,ab/ old A/B or sweep bulk (its .pt kept)
scratchpad/ab/c0.5_s43.pt,1935785,KEEP,keep,checkpoint: never delete weights
scratchpad/ab/c2.0_s41.log,152286,DELETE,delete,ab/ old A/B or sweep bulk (its .pt kept)
scratchpad/ab/c2.0_s41.pt,1935785,KEEP,keep,checkpoint: never delete weights
scratchpad/ab/c2.0_s42.log,152409,DELETE,delete,ab/ old A/B or sweep bulk (its .pt kept)
scratchpad/ab/c2.0_s42.pt,1935785,KEEP,keep,checkpoint: never delete weights
scratchpad/ab/c2.0_s43.log,157469,DELETE,delete,ab/ old A/B or sweep bulk (its .pt kept)
scratchpad/ab/c2.0_s43.pt,1935785,KEEP,keep,checkpoint: never delete weights
scratchpad/ab/eval_c0.0_s41.log,335,DELETE,delete,ab/ old A/B or sweep bulk (its .pt kept)
scratchpad/ab/eval_c0.0_s42.log,335,DELETE,delete,ab/ old A/B or sweep bulk (its .pt kept)
scratchpad/ab/eval_c0.0_s43.log,334,DELETE,delete,ab/ old A/B or sweep bulk (its .pt kept)
scratchpad/ab/eval_c0.5_s41.log,334,DELETE,delete,ab/ old A/B or sweep bulk (its .pt kept)
scratchpad/ab/eval_c0.5_s42.log,335,DELETE,delete,ab/ old A/B or sweep bulk (its .pt kept)
scratchpad/ab/eval_c0.5_s43.log,334,DELETE,delete,ab/ old A/B or sweep bulk (its .pt kept)
scratchpad/ab/eval_c2.0_s41.log,335,DELETE,delete,ab/ old A/B or sweep bulk (its .pt kept)
scratchpad/ab/eval_c2.0_s42.log,335,DELETE,delete,ab/ old A/B or sweep bulk (its .pt kept)
scratchpad/ab/eval_c2.0_s43.log,334,DELETE,delete,ab/ old A/B or sweep bulk (its .pt kept)
scratchpad/ab2/c0.0_s41.log,156492,DELETE,delete,ab2/ old A/B or sweep bulk (its .pt kept)
scratchpad/ab2/c0.0_s41.pt,1935785,KEEP,keep,checkpoint: never delete weights
scratchpad/ab2/c0.0_s42.log,149266,DELETE,delete,ab2/ old A/B or sweep bulk (its .pt kept)
scratchpad/ab2/c0.0_s42.pt,1935785,KEEP,keep,checkpoint: never delete weights
scratchpad/ab2/c0.0_s43.log,147681,DELETE,delete,ab2/ old A/B or sweep bulk (its .pt kept)
scratchpad/ab2/c0.0_s43.pt,1935785,KEEP,keep,checkpoint: never delete weights
scratchpad/ab2/c0.5_s41.log,153148,DELETE,delete,ab2/ old A/B or sweep bulk (its .pt kept)
scratchpad/ab2/c0.5_s41.pt,1935785,KEEP,keep,checkpoint: never delete weights
scratchpad/ab2/c0.5_s42.log,145374,DELETE,delete,ab2/ old A/B or sweep bulk (its .pt kept)
scratchpad/ab2/c0.5_s42.pt,1935785,KEEP,keep,checkpoint: never delete weights
scratchpad/ab2/c0.5_s43.log,154235,DELETE,delete,ab2/ old A/B or sweep bulk (its .pt kept)
scratchpad/ab2/c0.5_s43.pt,1935785,KEEP,keep,checkpoint: never delete weights
scratchpad/ab2/c2.0_s41.log,152793,DELETE,delete,ab2/ old A/B or sweep bulk (its .pt kept)
scratchpad/ab2/c2.0_s41.pt,1935785,KEEP,keep,checkpoint: never delete weights
scratchpad/ab2/c2.0_s42.log,154902,DELETE,delete,ab2/ old A/B or sweep bulk (its .pt kept)
scratchpad/ab2/c2.0_s42.pt,1935785,KEEP,keep,checkpoint: never delete weights
scratchpad/ab2/c2.0_s43.log,153699,DELETE,delete,ab2/ old A/B or sweep bulk (its .pt kept)
scratchpad/ab2/c2.0_s43.pt,1935785,KEEP,keep,checkpoint: never delete weights
scratchpad/ab2/eval_c0.0_s41.log,335,DELETE,delete,ab2/ old A/B or sweep bulk (its .pt kept)
scratchpad/ab2/eval_c0.0_s42.log,386,DELETE,delete,ab2/ old A/B or sweep bulk (its .pt kept)
scratchpad/ab2/eval_c0.0_s43.log,387,DELETE,delete,ab2/ old A/B or sweep bulk (its .pt kept)
scratchpad/ab2/eval_c0.5_s41.log,336,DELETE,delete,ab2/ old A/B or sweep bulk (its .pt kept)
scratchpad/ab2/eval_c0.5_s42.log,336,DELETE,delete,ab2/ old A/B or sweep bulk (its .pt kept)
scratchpad/ab2/eval_c0.5_s43.log,335,DELETE,delete,ab2/ old A/B or sweep bulk (its .pt kept)
scratchpad/ab2/eval_c2.0_s41.log,385,DELETE,delete,ab2/ old A/B or sweep bulk (its .pt kept)
scratchpad/ab2/eval_c2.0_s42.log,335,DELETE,delete,ab2/ old A/B or sweep bulk (its .pt kept)
scratchpad/ab2/eval_c2.0_s43.log,337,DELETE,delete,ab2/ old A/B or sweep bulk (its .pt kept)
scratchpad/acc2_hogeq_045.txt,303,DELETE,delete,root loop bulk (L1-L61 result/log/corpus)
scratchpad/acc2_icebow_045.txt,301,DELETE,delete,root loop bulk (L1-L61 result/log/corpus)
scratchpad/acc3_hogeq_045.txt,302,DELETE,delete,root loop bulk (L1-L61 result/log/corpus)
scratchpad/acc3_icebow_045.txt,300,DELETE,delete,root loop bulk (L1-L61 result/log/corpus)
scratchpad/acc_icebow_045.txt,348,DELETE,delete,root loop bulk (L1-L61 result/log/corpus)
scratchpad/acc_icebow_off.txt,348,DELETE,delete,root loop bulk (L1-L61 result/log/corpus)
scratchpad/adv/a_s41.log,30256,DELETE,delete,adv/ old A/B or sweep bulk (its .pt kept)
scratchpad/adv/a_s41.pt,1934263,KEEP,keep,checkpoint: never delete weights
scratchpad/adv/a_s42.log,29886,DELETE,delete,adv/ old A/B or sweep bulk (its .pt kept)
scratchpad/adv/a_s42.pt,1934263,KEEP,keep,checkpoint: never delete weights
scratchpad/adv/a_s43.log,7486,DELETE,delete,adv/ old A/B or sweep bulk (its .pt kept)
scratchpad/adv/a_s43.pt,1934263,KEEP,keep,checkpoint: never delete weights
scratchpad/adv/aff_s41.log,37753,DELETE,delete,adv/ old A/B or sweep bulk (its .pt kept)
scratchpad/adv/aff_s41.pt,1935171,KEEP,keep,checkpoint: never delete weights
scratchpad/adv/aff_s42.log,36016,DELETE,delete,adv/ old A/B or sweep bulk (its .pt kept)
scratchpad/adv/aff_s42.pt,1935171,KEEP,keep,checkpoint: never delete weights
scratchpad/adv/aff_s43.log,35191,DELETE,delete,adv/ old A/B or sweep bulk (its .pt kept)
scratchpad/adv/aff_s43.pt,1935171,KEEP,keep,checkpoint: never delete weights
scratchpad/adv/bvg_s41.log,47564,DELETE,delete,adv/ old A/B or sweep bulk (its .pt kept)
scratchpad/adv/bvg_s41.pt,1935171,KEEP,keep,checkpoint: never delete weights
scratchpad/adv/bvg_s42.log,49719,DELETE,delete,adv/ old A/B or sweep bulk (its .pt kept)
scratchpad/adv/bvg_s42.pt,1935171,KEEP,keep,checkpoint: never delete weights
scratchpad/adv/bvg_s43.log,52088,DELETE,delete,adv/ old A/B or sweep bulk (its .pt kept)
scratchpad/adv/bvg_s43.pt,1935171,KEEP,keep,checkpoint: never delete weights
scratchpad/adv/smoke.pt,1934263,KEEP,keep,checkpoint: never delete weights
scratchpad/adv/tr2_s41.log,20524,DELETE,delete,adv/ old A/B or sweep bulk (its .pt kept)
scratchpad/adv/tr2_s41.pt,1935171,KEEP,keep,checkpoint: never delete weights
scratchpad/adv/tr2_s42.log,20417,DELETE,delete,adv/ old A/B or sweep bulk (its .pt kept)
scratchpad/adv/tr2_s42.pt,1935171,KEEP,keep,checkpoint: never delete weights
scratchpad/adv/tr2_s43.log,20615,DELETE,delete,adv/ old A/B or sweep bulk (its .pt kept)
scratchpad/adv/tr2_s43.pt,1935171,KEEP,keep,checkpoint: never delete weights
scratchpad/adv/trained_s41.log,13395,DELETE,delete,adv/ old A/B or sweep bulk (its .pt kept)
scratchpad/adv/trained_s42.log,12978,DELETE,delete,adv/ old A/B or sweep bulk (its .pt kept)
scratchpad/adv/trained_s43.log,13520,DELETE,delete,adv/ old A/B or sweep bulk (its .pt kept)
scratchpad/agreement.log,811,DELETE,delete,root loop bulk (L1-L61 result/log/corpus)
scratchpad/bb/audio.wav,17380494,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f001.png,173085,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f002.png,195654,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f003.png,219872,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f004.png,202674,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f005.png,192005,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f006.png,41323,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f007.png,207738,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f008.png,217177,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f009.png,210615,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f010.png,258625,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f011.png,42835,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f012.png,214269,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f013.png,205384,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f014.png,211664,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f015.png,272500,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f016.png,279662,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f017.png,269101,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f018.png,264011,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f019.png,247195,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f020.png,227818,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f021.png,254064,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f022.png,255788,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f023.png,287197,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f024.png,255117,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f025.png,267681,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f026.png,287332,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f027.png,273629,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f028.png,192077,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f029.png,240234,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f030.png,264271,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f031.png,293590,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f032.png,212701,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f033.png,205508,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f034.png,208461,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f035.png,266160,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f036.png,278163,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f037.png,283705,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f038.png,214320,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f039.png,265927,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f040.png,258806,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f041.png,214346,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f042.png,216591,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f043.png,263200,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f044.png,260766,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f045.png,267194,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f046.png,261297,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f047.png,274262,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f048.png,303371,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f049.png,268697,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f050.png,276778,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f051.png,265747,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f052.png,199864,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f053.png,243415,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f054.png,241998,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f055.png,235571,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f056.png,254811,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f057.png,217780,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f058.png,249186,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f059.png,278653,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f060.png,275463,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f061.png,281947,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f062.png,284453,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f063.png,170965,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f064.png,210897,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f065.png,270879,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f066.png,235859,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f067.png,258745,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f068.png,251785,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f069.png,248997,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f070.png,236432,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f071.png,247376,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f072.png,264909,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f073.png,260386,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f074.png,257354,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f075.png,232770,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f076.png,245281,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f077.png,238958,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f078.png,47980,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f079.png,49599,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f080.png,73263,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f081.png,269465,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f082.png,252569,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f083.png,269488,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f084.png,205735,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f085.png,279465,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f086.png,251306,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f087.png,209070,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f088.png,292398,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f089.png,295520,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f090.png,302890,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f091.png,292955,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f092.png,264711,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f093.png,276013,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f094.png,272394,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f095.png,289809,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f096.png,280883,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f097.png,287632,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f098.png,228897,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f099.png,213246,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f100.png,222702,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f101.png,284278,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f102.png,265688,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f103.png,289724,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f104.png,278238,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f105.png,302163,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f106.png,289733,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f107.png,214576,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f108.png,206136,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f109.png,212903,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f110.png,269366,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f111.png,265253,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f112.png,257123,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f113.png,231071,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f114.png,228074,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f115.png,263594,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f116.png,230235,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f117.png,261817,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f118.png,134519,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f119.png,240392,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f120.png,288807,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f121.png,202854,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f122.png,196848,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f123.png,253521,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f124.png,252870,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f125.png,216967,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f126.png,266087,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f127.png,283527,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f128.png,288353,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
scratchpad/bb/frames/f129.png,273381,DELETE,delete,bb/ old A/B or sweep bulk (its .pt kept)
